name,smiles,p_crbn_binder,predicted_active
cand_334,COc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.88,1
cand_335,O=C1CCC(N2C(=O)c3cc(F)cc(I)c3C2=O)C(=O)N1,0.92,1
cand_336,Cc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_337,NC(=O)c1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_338,NC(=O)c1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,1
cand_339,N#Cc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,1
cand_340,O=C1CCC(N2C(=O)c3cc(I)c(I)cc3C2=O)C(=O)N1,0.945,1
cand_341,CNc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_342,CN(C)c1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,1
cand_343,CN(C)c1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_344,NC(=O)c1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,1
cand_345,Cc1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,1
cand_346,CNc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_347,CN(C)c1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_348,O=C1CCC(N2C(=O)c3ccc(I)c(C(F)(F)F)c3C2=O)C(=O)N1,0.965,1
cand_349,NS(=O)(=O)c1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,1
cand_350,O=C1CCC(N2C(=O)c3ccc(Cl)c(C(=O)O)c3C2=O)C(=O)N1,0.925,1
cand_351,CN(C)c1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_352,N#Cc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_353,CN(C)c1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_354,Cc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_355,Nc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_356,NC(=O)c1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_357,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc(Br)c3C2=O)C(=O)N1,0.965,1
cand_358,N#Cc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_359,N#Cc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,1
cand_360,N#Cc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,1
cand_361,NS(=O)(=O)c1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_362,NS(=O)(=O)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_363,COc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_364,O=C1CCC(N2C(=O)c3cc(F)cc(Br)c3C2=O)C(=O)N1,0.955,1
cand_365,Cc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,1
cand_366,CCc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_367,CN(C)c1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_368,Nc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_369,Nc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_370,CCc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_371,CNc1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,1
cand_372,Cc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_373,CN(C)c1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_374,Cc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_375,Cc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_376,CCc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,1
cand_377,O=C1CCC(N2C(=O)c3c(F)ccc(C(=O)O)c3C2=O)C(=O)N1,0.855,1
cand_378,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(C(=O)O)c3C2=O)C(=O)N1,0.9,1
cand_379,O=C1CCC(N2C(=O)c3ccc(Cl)c(O)c3C2=O)C(=O)N1,0.95,1
cand_380,CN(C)c1cc(Cl)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_381,O=C1CCC(N2C(=O)c3cc(O)c(Cl)cc3C2=O)C(=O)N1,0.94,1
cand_382,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(C(F)(F)F)c3C2=O)C(=O)N1,0.945,1
cand_383,COc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,1
cand_384,NC(=O)c1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_385,CNc1cc(C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,1
cand_386,CCc1ccc2c(c1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,1
cand_387,CN(C)c1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_388,COc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_389,Cc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_390,O=C1CCC(N2C(=O)c3cc(F)cc(O)c3C2=O)C(=O)N1,0.95,1
cand_391,COc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_392,O=C1CCC(N2C(=O)c3ccc(O)c(I)c3C2=O)C(=O)N1,0.985,1
cand_393,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)c(C(F)(F)F)cc3C2=O)C(=O)N1,0.96,1
cand_394,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.89,1
cand_395,NC(=O)c1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_396,O=C1CCC(N2C(=O)c3c(O)ccc(Br)c3C2=O)C(=O)N1,0.905,1
cand_397,Cc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,1
cand_398,O=C1CCC(N2C(=O)c3ccc(Cl)c(C(F)(F)F)c3C2=O)C(=O)N1,0.95,1
cand_399,Nc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_400,NC(=O)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_401,CCc1cc2c(cc1NC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,1
cand_402,N#Cc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_403,COc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_404,Nc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_405,NS(=O)(=O)c1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,1
cand_406,CNc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_407,CCc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_408,Nc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_409,Nc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,1
cand_410,CCc1ccc(NC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_411,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.94,1
cand_412,CN(C)c1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_413,CN(C)c1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,1
cand_414,CCc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_415,N#Cc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_416,Nc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,1
cand_417,CNc1ccc(C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,1
cand_418,COc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_419,Cc1ccc(N(C)C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,1
cand_420,NC(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_421,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.89,1
cand_422,N#Cc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_423,COc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,1
cand_424,NC(=O)c1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.88,1
cand_425,Nc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_426,CNc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_427,CN(C)c1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_428,CCc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_429,CCc1ccc2c(c1CC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,1
cand_430,O=C1CCC(N2C(=O)c3ccc(O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.985,1
cand_431,NS(=O)(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_432,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(Cl)c3C2=O)C(=O)N1,0.94,1
cand_433,N#Cc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,1
cand_434,NC(=O)c1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.855,1
cand_435,O=C1CCC(N2C(=O)c3cc(Br)c(I)cc3C2=O)C(=O)N1,0.945,1
cand_436,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(Cl)c3C2=O)C(=O)N1,0.91,1
cand_437,O=C1CCC(N2C(=O)c3cc(I)cc(O)c3C2=O)C(=O)N1,0.95,1
cand_438,Cc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,1
cand_439,Nc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_440,O=C1CCC(N2C(=O)c3cc(Cl)c(Br)cc3C2=O)C(=O)N1,0.95,1
cand_441,Cc1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_442,NC(=O)c1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_443,NC(=O)c1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,1
cand_444,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(F)c3C2=O)C(=O)N1,0.905,1
cand_445,O=C1CCC(N2C(=O)c3cc(O)c(C(=O)O)cc3C2=O)C(=O)N1,0.92,1
cand_446,O=C1CCC(N2C(=O)c3ccc(Cl)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.89,1
cand_447,O=C1CCC(N2C(=O)c3cc(I)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.96,1
cand_448,CNc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,1
cand_449,Cc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_450,Nc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,1
cand_451,NS(=O)(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_452,Nc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_453,CCc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,1
cand_454,CCc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,1
cand_455,Cc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_456,N#Cc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,1
cand_457,NC(=O)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_458,NC(=O)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,1
cand_459,CNc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,1
cand_460,CCc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_461,CNc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_462,COc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,1
cand_463,COc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_464,COc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_465,COc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_466,Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.99,1
cand_467,COc1cc2c(cc1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_468,Cc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_469,Nc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,1
cand_470,COc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_471,NC(=O)c1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,1
cand_472,COc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_473,CNc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_474,NS(=O)(=O)c1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_475,Cc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,1
cand_476,CNc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,1
cand_477,CCc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,1
cand_478,N#Cc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_479,N#Cc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,1
cand_480,CCc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,1
cand_481,CCc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,1
cand_482,NS(=O)(=O)c1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_483,N#Cc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,1
cand_484,O=C1CCC(N2C(=O)c3cc(I)cc(C(=O)O)c3C2=O)C(=O)N1,0.905,1
cand_485,N#Cc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_486,Nc1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,1
cand_487,CNc1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.845,1
cand_488,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.93,1
cand_489,NS(=O)(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_490,O=C1CCC(N2C(=O)c3ccc(O)c(C(=O)O)c3C2=O)C(=O)N1,0.975,1
cand_491,O=C1CCC(N2C(=O)c3c(F)ccc(F)c3C2=O)C(=O)N1,0.885,1
cand_492,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(I)c3C2=O)C(=O)N1,0.94,1
cand_493,O=C1CCC(N2C(=O)c3cc(O)cc(Cl)c3C2=O)C(=O)N1,0.945,1
cand_494,Cc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_495,CN(C)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_496,CNc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,1
cand_497,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(F)c3C2=O)C(=O)N1,0.93,1
cand_498,Cc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_499,CNc1ccc(N(C)C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,1
